No.;Time;;Time 1;Time 2;Delay;;Delay 1;Delay 2;Jitter;;;
5355;21,208265;;21,208265;21,208704;0,000439;;-0,007248;0,007162;0,01441;;;
5356;21,208704;;21,208704;21,216391;0,007687;;0,007162;0,000525;-0,006637;;;
5357;21,216391;;21,216391;21,216916;0,000525;;0,000525;-0,000764;-0,001289;;;
5358;21,216916;;21,216916;21,216916;0;;-0,000764;0,000764;0,001528;;;
5359;21,216916;;21,216916;21,21768;0,000764;;0,000764;-9,00E-05;-0,000854;;;
5360;21,21768;;21,21768;21,21768;0;;-9,00E-05;9,00E-05;0,00018;;;
5361;21,21768;;21,21768;21,21777;9,00E-05;;9,00E-05;-0,001982;-0,002072;;;
5362;21,21777;;21,21777;21,21777;0;;-0,001982;-0,002763;-0,000781;;;
5363;21,21777;;21,21777;21,219752;0,001982;;-0,002763;-0,000732;0,002031;;;
5364;21,219752;;21,219752;21,224497;0,004745;;-0,000732;0,005477;0,006209;;;
5365;21,224497;;21,224497;21,229974;0,005477;;0,005477;-0,000796;-0,006273;;;
5366;21,229974;;21,229974;21,229974;0;;-0,000796;0,000796;0,001592;;;
5367;21,229974;;21,229974;21,23077;0,000796;;0,000796;-0,00647;-0,007266;;;
5368;21,23077;;21,23077;21,23077;0;;-0,00647;0,006179;0,012649;;;
5369;21,23077;;21,23077;21,23724;0,00647;;0,006179;-0,000305;-0,006484;;;
5370;21,23724;;21,23724;21,237531;0,000291;;-0,000305;-0,006703;-0,006398;;;
5371;21,237531;;21,237531;21,238127;0,000596;;-0,006703;0,00573;0,012433;;;
5372;21,238127;;21,238127;21,245426;0,007299;;0,00573;0,000965;-0,004765;;;
5373;21,245426;;21,245426;21,246995;0,001569;;0,000965;0,000604;-0,000361;;;
5374;21,246995;;21,246995;21,247599;0,000604;;0,000604;-0,001171;-0,001775;;;
5375;21,247599;;21,247599;21,247599;0;;-0,001171;0,001171;0,002342;;;
5376;21,247599;;21,247599;21,24877;0,001171;;0,001171;-0,00575;-0,006921;;;
5377;21,24877;;21,24877;21,24877;0;;-0,00575;0,005414;0,011164;;;
5378;21,24877;;21,24877;21,25452;0,00575;;0,005414;3,80E-05;-0,005376;;;
5379;21,25452;;21,25452;21,254856;0,000336;;3,80E-05;0,000298;0,00026;;;
5380;21,254856;;21,254856;21,255154;0,000298;;0,000298;0;-0,000298;;;
5381;21,255154;;21,255154;21,255154;0;;0;-0,001027;-0,001027;;;
5382;21,255154;;21,255154;21,255154;0;;-0,001027;-0,00176;-0,000733;;;
5383;21,255154;;21,255154;21,256181;0,001027;;-0,00176;0,000666;0,002426;;;
5384;21,256181;;21,256181;21,258968;0,002787;;0,000666;0,002121;0,001455;;;
5385;21,258968;;21,258968;21,261089;0,002121;;0,002121;-0,000977;-0,003098;;;
5386;21,261089;;21,261089;21,261089;0;;-0,000977;0,000786;0,001763;;;
5387;21,261089;;21,261089;21,262066;0,000977;;0,000786;-0,00057;-0,001356;;;
5388;21,262066;;21,262066;21,262257;0,000191;;-0,00057;0,000168;0,000738;;;
5389;21,262257;;21,262257;21,263018;0,000761;;0,000168;-0,006246;-0,006414;;;
5390;21,263018;;21,263018;21,263611;0,000593;;-0,006246;0,005166;0,011412;;;
5391;21,263611;;21,263611;21,27045;0,006839;;0,005166;-0,00666;-0,011826;;;
5392;21,27045;;21,27045;21,272123;0,001673;;-0,00666;0,0058;0,01246;;;
5393;21,272123;;21,272123;21,280456;0,008333;;0,0058;0,00084;-0,00496;;;
5394;21,280456;;21,280456;21,282989;0,002533;;0,00084;0,000789;-5,10E-05;;;
5395;21,282989;;21,282989;21,284682;0,001693;;0,000789;-0,000351;-0,00114;;;
5396;21,284682;;21,284682;21,285586;0,000904;;-0,000351;-0,000391;-4,00E-05;;;
5397;21,285586;;21,285586;21,286841;0,001255;;-0,000391;0,001028;0,001419;;;
5398;21,286841;;21,286841;21,288487;0,001646;;0,001028;0,000116;-0,000912;;;
5399;21,288487;;21,288487;21,289105;0,000618;;0,000116;-0,000113;-0,000229;;;
5400;21,289105;;21,289105;21,289607;0,000502;;-0,000113;0,000615;0,000728;;;
5401;21,289607;;21,289607;21,290222;0,000615;;0,000615;-9,90E-05;-0,000714;;;
5402;21,290222;;21,290222;21,290222;0;;-9,90E-05;9,90E-05;0,000198;;;
5403;21,290222;;21,290222;21,290321;9,90E-05;;9,90E-05;-0,00233;-0,002429;;;
5404;21,290321;;21,290321;21,290321;0;;-0,00233;-0,000668;0,001662;;;
5405;21,290321;;21,290321;21,292651;0,00233;;-0,000668;0,000975;0,001643;;;
5406;21,292651;;21,292651;21,295649;0,002998;;0,000975;0,001829;0,000854;;;
5407;21,295649;;21,295649;21,297672;0,002023;;0,001829;-0,001324;-0,003153;;;
5408;21,297672;;21,297672;21,297866;0,000194;;-0,001324;0,000277;0,001601;;;
5409;21,297866;;21,297866;21,299384;0,001518;;0,000277;0,00019;-8,70E-05;;;
5410;21,299384;;21,299384;21,300625;0,001241;;0,00019;-0,001426;-0,001616;;;
5411;21,300625;;21,300625;21,301676;0,001051;;-0,001426;-0,000869;0,000557;;;
5412;21,301676;;21,301676;21,304153;0,002477;;-0,000869;-0,010336;-0,009467;;;
5413;21,304153;;21,304153;21,307499;0,003346;;-0,010336;0,013505;0,023841;;;
5414;21,307499;;21,307499;21,321181;0,013682;;0,013505;-0,00363;-0,017135;;;
5415;21,321181;;21,321181;21,321358;0,000177;;-0,00363;0,002654;0,006284;;;
5416;21,321358;;21,321358;21,325165;0,003807;;0,002654;0,000394;-0,00226;;;
5417;21,325165;;21,325165;21,326318;0,001153;;0,000394;-0,00157;-0,001964;;;
5418;21,326318;;21,326318;21,327077;0,000759;;-0,00157;0,001761;0,003331;;;
5419;21,327077;;21,327077;21,329406;0,002329;;0,001761;1,10E-05;-0,00175;;;
5420;21,329406;;21,329406;21,329974;0,000568;;1,10E-05;-0,000888;-0,000899;;;
5421;21,329974;;21,329974;21,330531;0,000557;;-0,000888;0,001253;0,002141;;;
5422;21,330531;;21,330531;21,331976;0,001445;;0,001253;-0,005232;-0,006485;;;
5423;21,331976;;21,331976;21,332168;0,000192;;-0,005232;0,004887;0,010119;;;
5424;21,332168;;21,332168;21,337592;0,005424;;0,004887;-0,000459;-0,005346;;;
5425;21,337592;;21,337592;21,338129;0,000537;;-0,000459;0,000996;0,001455;;;
5426;21,338129;;21,338129;21,339125;0,000996;;0,000996;-0,000752;-0,001748;;;
5427;21,339125;;21,339125;21,339125;0;;-0,000752;-0,000348;0,000404;;;
5428;21,339125;;21,339125;21,339877;0,000752;;-0,000348;-8,70E-05;0,000261;;;
5429;21,339877;;21,339877;21,340977;0,0011;;-8,70E-05;0,000985;0,001072;;;
5430;21,340977;;21,340977;21,342164;0,001187;;0,000985;-0,002845;-0,00383;;;
5431;21,342164;;21,342164;21,342366;0,000202;;-0,002845;0,000364;0,003209;;;
5432;21,342366;;21,342366;21,345413;0,003047;;0,000364;0,000509;0,000145;;;
5433;21,345413;;21,345413;21,348096;0,002683;;0,000509;0,002174;0,001665;;;
5434;21,348096;;21,348096;21,35027;0,002174;;0,002174;-0,000276;-0,00245;;;
5435;21,35027;;21,35027;21,35027;0;;-0,000276;0,000276;0,000552;;;
5436;21,35027;;21,35027;21,350546;0,000276;;0,000276;-0,004949;-0,005225;;;
5437;21,350546;;21,350546;21,350546;0;;-0,004949;-0,002368;0,002581;;;
5438;21,350546;;21,350546;21,355495;0,004949;;-0,002368;0,001317;0,003685;;;
5439;21,355495;;21,355495;21,362812;0,007317;;0,001317;0,005965;0,004648;;;
5440;21,362812;;21,362812;21,368812;0,006;;0,005965;-0,000942;-0,006907;;;
5441;21,368812;;21,368812;21,368847;3,50E-05;;-0,000942;0,000977;0,001919;;;
5442;21,368847;;21,368847;21,369824;0,000977;;0,000977;-0,000228;-0,001205;;;
5443;21,369824;;21,369824;21,369824;0;;-0,000228;-0,000573;-0,000345;;;
5444;21,369824;;21,369824;21,370052;0,000228;;-0,000573;-0,005838;-0,005265;;;
5445;21,370052;;21,370052;21,370853;0,000801;;-0,005838;0,003318;0,009156;;;
5446;21,370853;;21,370853;21,377492;0,006639;;0,003318;0,003321;3,00E-06;;;
5447;21,377492;;21,377492;21,380813;0,003321;;0,003321;-0,000939;-0,00426;;;
5448;21,380813;;21,380813;21,380813;0;;-0,000939;-0,000191;0,000748;;;
5449;21,380813;;21,380813;21,381752;0,000939;;-0,000191;0,00113;0,001321;;;
5450;21,381752;;21,381752;21,382882;0,00113;;0,00113;-0,000781;-0,001911;;;
5451;21,382882;;21,382882;21,382882;0;;-0,000781;0,000781;0,001562;;;
5452;21,382882;;21,382882;21,383663;0,000781;;0,000781;-7,20E-05;-0,000853;;;
5453;21,383663;;21,383663;21,383663;0;;-7,20E-05;-0,000434;-0,000362;;;
5454;21,383663;;21,383663;21,383735;7,20E-05;;-0,000434;-0,000194;0,00024;;;
5455;21,383735;;21,383735;21,384241;0,000506;;-0,000194;0,0007;0,000894;;;
5456;21,384241;;21,384241;21,384941;0,0007;;0,0007;-0,0002;-0,0009;;;
5457;21,384941;;21,384941;21,384941;0;;-0,0002;-0,001267;-0,001067;;;
5458;21,384941;;21,384941;21,385141;0,0002;;-0,001267;-0,00541;-0,004143;;;
5459;21,385141;;21,385141;21,386608;0,001467;;-0,00541;-0,004784;0,000626;;;
5460;21,386608;;21,386608;21,393485;0,006877;;-0,004784;0,011661;0,016445;;;
5461;21,393485;;21,393485;21,405146;0,011661;;0,011661;-0,002034;-0,013695;;;
5462;21,405146;;21,405146;21,405146;0;;-0,002034;-0,00365;-0,001616;;;
5463;21,405146;;21,405146;21,40718;0,002034;;-0,00365;0,005449;0,009099;;;
5464;21,40718;;21,40718;21,412864;0,005684;;0,005449;-0,005015;-0,010464;;;
5465;21,412864;;21,412864;21,413099;0,000235;;-0,005015;0,00525;0,010265;;;
5466;21,413099;;21,413099;21,418349;0,00525;;0,00525;-0,004089;-0,009339;;;
5467;21,418349;;21,418349;21,418349;0;;-0,004089;0,001777;0,005866;;;
5468;21,418349;;21,418349;21,422438;0,004089;;0,001777;0,002066;0,000289;;;
5469;21,422438;;21,422438;21,42475;0,002312;;0,002066;-0,001214;-0,00328;;;
5470;21,42475;;21,42475;21,424996;0,000246;;-0,001214;0,00146;0,002674;;;
5471;21,424996;;21,424996;21,426456;0,00146;;0,00146;0;-0,00146;;;
5472;21,426456;;21,426456;21,426456;0;;0;0;0;;;
5473;21,426456;;21,426456;21,426456;0;;0;0;0;;;
5474;21,426456;;21,426456;21,426456;0;;0;0;0;;;
5475;21,426456;;21,426456;21,426456;0;;0;-0,007995;-0,007995;;;
5476;21,426456;;21,426456;21,426456;0;;-0,007995;0,007512;0,015507;;;
5477;21,426456;;21,426456;21,434451;0,007995;;0,007512;-6,60E-05;-0,007578;;;
5478;21,434451;;21,434451;21,434934;0,000483;;-6,60E-05;0,000256;0,000322;;;
5479;21,434934;;21,434934;21,435483;0,000549;;0,000256;0,000293;3,70E-05;;;
5480;21,435483;;21,435483;21,435776;0,000293;;0,000293;-0,001052;-0,001345;;;
5481;21,435776;;21,435776;21,435776;0;;-0,001052;-0,000167;0,000885;;;
5482;21,435776;;21,435776;21,436828;0,001052;;-0,000167;-0,003211;-0,003044;;;
5483;21,436828;;21,436828;21,438047;0,001219;;-0,003211;-0,003173;3,80E-05;;;
5484;21,438047;;21,438047;21,442477;0,00443;;-0,003173;0,007603;0,010776;;;
5485;21,442477;;21,442477;21,45008;0,007603;;0,007603;-0,007603;-0,015206;;;
5486;21,45008;;21,45008;21,45008;0;;-0,007603;0,007603;0,015206;;;
5487;21,45008;;21,45008;21,457683;0,007603;;0,007603;-0,000308;-0,007911;;;
5488;21,457683;;21,457683;21,457683;0;;-0,000308;-0,000887;-0,000579;;;
5489;21,457683;;21,457683;21,457991;0,000308;;-0,000887;0,000554;0,001441;;;
5490;21,457991;;21,457991;21,459186;0,001195;;0,000554;-0,001634;-0,002188;;;
5491;21,459186;;21,459186;21,459827;0,000641;;-0,001634;0,001326;0,00296;;;
5492;21,459827;;21,459827;21,462102;0,002275;;0,001326;-0,000131;-0,001457;;;
5493;21,462102;;21,462102;21,463051;0,000949;;-0,000131;0,000642;0,000773;;;
5494;21,463051;;21,463051;21,464131;0,00108;;0,000642;-0,007433;-0,008075;;;
5495;21,464131;;21,464131;21,464569;0,000438;;-0,007433;0,006173;0,013606;;;
5496;21,464569;;21,464569;21,47244;0,007871;;0,006173;-0,001362;-0,007535;;;
5497;21,47244;;21,47244;21,474138;0,001698;;-0,001362;0,00064;0,002002;;;
5498;21,474138;;21,474138;21,477198;0,00306;;0,00064;0,002189;0,001549;;;
5499;21,477198;;21,477198;21,479618;0,00242;;0,002189;-0,001004;-0,003193;;;
5500;21,479618;;21,479618;21,479849;0,000231;;-0,001004;-0,002866;-0,001862;;;
5501;21,479849;;21,479849;21,481084;0,001235;;-0,002866;0,003121;0,005987;;;
5502;21,481084;;21,481084;21,485185;0,004101;;0,003121;-0,002313;-0,005434;;;
5503;21,485185;;21,485185;21,486165;0,00098;;-0,002313;-0,00248;-0,000167;;;
5504;21,486165;;21,486165;21,489458;0,003293;;-0,00248;0,005573;0,008053;;;
5505;21,489458;;21,489458;21,495231;0,005773;;0,005573;0,0002;-0,005373;;;
5506;21,495231;;21,495231;21,495431;0,0002;;0,0002;-0,00171;-0,00191;;;
5507;21,495431;;21,495431;21,495431;0;;-0,00171;0,000883;0,002593;;;
5508;21,495431;;21,495431;21,497141;0,00171;;0,000883;-0,000228;-0,001111;;;
5509;21,497141;;21,497141;21,497968;0,000827;;-0,000228;-7,40E-05;0,000154;;;
5510;21,497968;;21,497968;21,499023;0,001055;;-7,40E-05;-0,000991;-0,000917;;;
5511;21,499023;;21,499023;21,500152;0,001129;;-0,000991;0,001881;0,002872;;;
5512;21,500152;;21,500152;21,502272;0,00212;;0,001881;-0,002069;-0,00395;;;
5513;21,502272;;21,502272;21,502511;0,000239;;-0,002069;-0,000619;0,00145;;;
5514;21,502511;;21,502511;21,504819;0,002308;;-0,000619;0,002927;0,003546;;;
5515;21,504819;;21,504819;21,507746;0,002927;;0,002927;-0,004694;-0,007621;;;
5516;21,507746;;21,507746;21,507746;0;;-0,004694;-0,004788;-9,40E-05;;;
5517;21,507746;;21,507746;21,51244;0,004694;;-0,004788;0,009482;0,01427;;;
5518;21,51244;;21,51244;21,521922;0,009482;;0,009482;-0,002141;-0,011623;;;
5519;21,521922;;21,521922;21,521922;0;;-0,002141;0,002141;0,004282;;;
5520;21,521922;;21,521922;21,524063;0,002141;;0,002141;-0,000732;-0,002873;;;
5521;21,524063;;21,524063;21,524063;0;;-0,000732;0,000732;0,001464;;;
5522;21,524063;;21,524063;21,524795;0,000732;;0,000732;-0,000106;-0,000838;;;
5523;21,524795;;21,524795;21,524795;0;;-0,000106;-0,000608;-0,000502;;;
5524;21,524795;;21,524795;21,524901;0,000106;;-0,000608;-0,004132;-0,003524;;;
5525;21,524901;;21,524901;21,525615;0,000714;;-0,004132;0,00109;0,005222;;;
5526;21,525615;;21,525615;21,530461;0,004846;;0,00109;0,003756;0,002666;;;
5527;21,530461;;21,530461;21,534217;0,003756;;0,003756;0;-0,003756;;;
5528;21,534217;;21,534217;21,534217;0;;0;-0,000249;-0,000249;;;
5529;21,534217;;21,534217;21,534217;0;;-0,000249;-0,004921;-0,004672;;;
5530;21,534217;;21,534217;21,534466;0,000249;;-0,004921;0,00517;0,010091;;;
5531;21,534466;;21,534466;21,539636;0,00517;;0,00517;-0,000197;-0,005367;;;
5532;21,539636;;21,539636;21,539636;0;;-0,000197;0,000197;0,000394;;;
5533;21,539636;;21,539636;21,539833;0,000197;;0,000197;-0,000964;-0,001161;;;
5534;21,539833;;21,539833;21,539833;0;;-0,000964;0,000318;0,001282;;;
5535;21,539833;;21,539833;21,540797;0,000964;;0,000318;0,000557;0,000239;;;
5536;21,540797;;21,540797;21,541443;0,000646;;0,000557;8,90E-05;-0,000468;;;
5537;21,541443;;21,541443;21,541532;8,90E-05;;8,90E-05;-0,003511;-0,0036;;;
5538;21,541532;;21,541532;21,541532;0;;-0,003511;0,003297;0,006808;;;
5539;21,541532;;21,541532;21,545043;0,003511;;0,003297;-0,001663;-0,00496;;;
5540;21,545043;;21,545043;21,545257;0,000214;;-0,001663;0,001387;0,00305;;;
5541;21,545257;;21,545257;21,547134;0,001877;;0,001387;-0,000146;-0,001533;;;
5542;21,547134;;21,547134;21,547624;0,00049;;-0,000146;0,000441;0,000587;;;
5543;21,547624;;21,547624;21,54826;0,000636;;0,000441;-0,000267;-0,000708;;;
5544;21,54826;;21,54826;21,548455;0,000195;;-0,000267;-3,70E-05;0,00023;;;
5545;21,548455;;21,548455;21,548917;0,000462;;-3,70E-05;0,000499;0,000536;;;
5546;21,548917;;21,548917;21,549416;0,000499;;0,000499;-0,002665;-0,003164;;;
5547;21,549416;;21,549416;21,549416;0;;-0,002665;0,001485;0,00415;;;
5548;21,549416;;21,549416;21,552081;0,002665;;0,001485;0,00118;-0,000305;;;
5549;21,552081;;21,552081;21,553261;0,00118;;0,00118;-0,002321;-0,003501;;;
5550;21,553261;;21,553261;21,553261;0;;-0,002321;0,002321;0,004642;;;
5551;21,553261;;21,553261;21,555582;0,002321;;0,002321;-0,000377;-0,002698;;;
5552;21,555582;;21,555582;21,555582;0;;-0,000377;-0,007155;-0,006778;;;
5553;21,555582;;21,555582;21,555959;0,000377;;-0,007155;0,002444;0,009599;;;
5554;21,555959;;21,555959;21,563491;0,007532;;0,002444;0,00345;0,001006;;;
5555;21,563491;;21,563491;21,568579;0,005088;;0,00345;-0,000386;-0,003836;;;
5556;21,568579;;21,568579;21,570217;0,001638;;-0,000386;0,001141;0,001527;;;
5557;21,570217;;21,570217;21,572241;0,002024;;0,001141;-0,000141;-0,001282;;;
5558;21,572241;;21,572241;21,573124;0,000883;;-0,000141;1,80E-05;0,000159;;;
5559;21,573124;;21,573124;21,574148;0,001024;;1,80E-05;0,000777;0,000759;;;
5560;21,574148;;21,574148;21,575154;0,001006;;0,000777;-0,00127;-0,002047;;;
5561;21,575154;;21,575154;21,575383;0,000229;;-0,00127;9,10E-05;0,001361;;;
5562;21,575383;;21,575383;21,576882;0,001499;;9,10E-05;0,000245;0,000154;;;
5563;21,576882;;21,576882;21,57829;0,001408;;0,000245;0,001163;0,000918;;;
5564;21,57829;;21,57829;21,579453;0,001163;;0,001163;-0,00092;-0,002083;;;
5565;21,579453;;21,579453;21,579453;0;;-0,00092;-0,003115;-0,002195;;;
5566;21,579453;;21,579453;21,580373;0,00092;;-0,003115;-0,001257;0,001858;;;
5567;21,580373;;21,580373;21,584408;0,004035;;-0,001257;0,005292;0,006549;;;
5568;21,584408;;21,584408;21,5897;0,005292;;0,005292;-0,000637;-0,005929;;;
5569;21,5897;;21,5897;21,5897;0;;-0,000637;-0,00052;0,000117;;;
5570;21,5897;;21,5897;21,590337;0,000637;;-0,00052;0,000631;0,001151;;;
5571;21,590337;;21,590337;21,591494;0,001157;;0,000631;0,000526;-0,000105;;;
5572;21,591494;;21,591494;21,59202;0,000526;;0,000526;-7,70E-05;-0,000603;;;
5573;21,59202;;21,59202;21,59202;0;;-7,70E-05;-0,004793;-0,004716;;;
5574;21,59202;;21,59202;21,592097;7,70E-05;;-0,004793;0,004668;0,009461;;;
5575;21,592097;;21,592097;21,596967;0,00487;;0,004668;-0,009427;-0,014095;;;
5576;21,596967;;21,596967;21,597169;0,000202;;-0,009427;0,009401;0,018828;;;
5577;21,597169;;21,597169;21,606798;0,009629;;0,009401;-0,000657;-0,010058;;;
5578;21,606798;;21,606798;21,607026;0,000228;;-0,000657;0,000885;0,001542;;;
5579;21,607026;;21,607026;21,607911;0,000885;;0,000885;-0,004199;-0,005084;;;
5580;21,607911;;21,607911;21,607911;0;;-0,004199;0,004199;0,008398;;;
5581;21,607911;;21,607911;21,61211;0,004199;;0,004199;-0,002321;-0,00652;;;
5582;21,61211;;21,61211;21,61211;0;;-0,002321;-0,003314;-0,000993;;;
5583;21,61211;;21,61211;21,614431;0,002321;;-0,003314;0,005635;0,008949;;;
5584;21,614431;;21,614431;21,620066;0,005635;;0,005635;-0,001265;-0,0069;;;
5585;21,620066;;21,620066;21,620066;0;;-0,001265;-7,60E-05;0,001189;;;
5586;21,620066;;21,620066;21,621331;0,001265;;-7,60E-05;0,001127;0,001203;;;
5587;21,621331;;21,621331;21,622672;0,001341;;0,001127;-0,003802;-0,004929;;;
5588;21,622672;;21,622672;21,622886;0,000214;;-0,003802;0,0038;0,007602;;;
5589;21,622886;;21,622886;21,626902;0,004016;;0,0038;-0,001267;-0,005067;;;
5590;21,626902;;21,626902;21,627118;0,000216;;-0,001267;-0,006357;-0,00509;;;
5591;21,627118;;21,627118;21,628601;0,001483;;-0,006357;0,00459;0,010947;;;
5592;21,628601;;21,628601;21,636441;0,00784;;0,00459;0,00325;-0,00134;;;
5593;21,636441;;21,636441;21,639691;0,00325;;0,00325;-0,001108;-0,004358;;;
5594;21,639691;;21,639691;21,639691;0;;-0,001108;0,001108;0,002216;;;
5595;21,639691;;21,639691;21,640799;0,001108;;0,001108;-0,000123;-0,001231;;;
5596;21,640799;;21,640799;21,640799;0;;-0,000123;0,000123;0,000246;;;
5597;21,640799;;21,640799;21,640922;0,000123;;0,000123;-0,001524;-0,001647;;;
5598;21,640922;;21,640922;21,640922;0;;-0,001524;0,001524;0,003048;;;
5599;21,640922;;21,640922;21,642446;0,001524;;0,001524;0;-0,001524;;;
5600;21,642446;;21,642446;21,642446;0;;0;-0,004105;-0,004105;;;
5601;21,642446;;21,642446;21,642446;0;;-0,004105;0,001454;0,005559;;;
5602;21,642446;;21,642446;21,646551;0,004105;;0,001454;0,002651;0,001197;;;
5603;21,646551;;21,646551;21,649202;0,002651;;0,002651;-0,003131;-0,005782;;;
5604;21,649202;;21,649202;21,649202;0;;-0,003131;0,003131;0,006262;;;
5605;21,649202;;21,649202;21,652333;0,003131;;0,003131;-0,002076;-0,005207;;;
5606;21,652333;;21,652333;21,652333;0;;-0,002076;0,002076;0,004152;;;
5607;21,652333;;21,652333;21,654409;0,002076;;0,002076;-0,003013;-0,005089;;;
5608;21,654409;;21,654409;21,654409;0;;-0,003013;0,002348;0,005361;;;
5609;21,654409;;21,654409;21,657422;0,003013;;0,002348;-0,000232;-0,00258;;;
5610;21,657422;;21,657422;21,658087;0,000665;;-0,000232;-0,004709;-0,004477;;;
5611;21,658087;;21,658087;21,658984;0,000897;;-0,004709;0,005343;0,010052;;;
5612;21,658984;;21,658984;21,66459;0,005606;;0,005343;-0,000711;-0,006054;;;
5613;21,66459;;21,66459;21,664853;0,000263;;-0,000711;0,000974;0,001685;;;
5614;21,664853;;21,664853;21,665827;0,000974;;0,000974;-0,002499;-0,003473;;;
5615;21,665827;;21,665827;21,665827;0;;-0,002499;0,000434;0,002933;;;
5616;21,665827;;21,665827;21,668326;0,002499;;0,000434;0,002065;0,001631;;;
5617;21,668326;;21,668326;21,670391;0,002065;;0,002065;-0,001302;-0,003367;;;
5618;21,670391;;21,670391;21,670391;0;;-0,001302;0,001302;0,002604;;;
5619;21,670391;;21,670391;21,671693;0,001302;;0,001302;0;-0,001302;;;
5620;21,671693;;21,671693;21,671693;0;;0;0;0;;;
5621;21,671693;;21,671693;21,671693;0;;0;-0,000833;-0,000833;;;
5622;21,671693;;21,671693;21,671693;0;;-0,000833;-0,002138;-0,001305;;;
5623;21,671693;;21,671693;21,672526;0,000833;;-0,002138;-0,003997;-0,001859;;;
5624;21,672526;;21,672526;21,675497;0,002971;;-0,003997;0,004913;0,00891;;;
5625;21,675497;;21,675497;21,682465;0,006968;;0,004913;-0,000217;-0,00513;;;
5626;21,682465;;21,682465;21,68452;0,002055;;-0,000217;0,002272;0,002489;;;
5627;21,68452;;21,68452;21,686792;0,002272;;0,002272;-0,003321;-0,005593;;;
5628;21,686792;;21,686792;21,686792;0;;-0,003321;0,00221;0,005531;;;
5629;21,686792;;21,686792;21,690113;0,003321;;0,00221;0,00103;-0,00118;;;
5630;21,690113;;21,690113;21,691224;0,001111;;0,00103;-0,000396;-0,001426;;;
5631;21,691224;;21,691224;21,691305;8,10E-05;;-0,000396;0,000477;0,000873;;;
5632;21,691305;;21,691305;21,691782;0,000477;;0,000477;-0,00048;-0,000957;;;
5633;21,691782;;21,691782;21,691782;0;;-0,00048;0,00048;0,00096;;;
5634;21,691782;;21,691782;21,692262;0,00048;;0,00048;-0,000295;-0,000775;;;
5635;21,692262;;21,692262;21,692262;0;;-0,000295;-0,005648;-0,005353;;;
5636;21,692262;;21,692262;21,692557;0,000295;;-0,005648;0,003684;0,009332;;;
5637;21,692557;;21,692557;21,6985;0,005943;;0,003684;0,002259;-0,001425;;;
5638;21,6985;;21,6985;21,700759;0,002259;;0,002259;-0,001355;-0,003614;;;
5639;21,700759;;21,700759;21,700759;0;;-0,001355;0,001355;0,00271;;;
5640;21,700759;;21,700759;21,702114;0,001355;;0,001355;-0,004831;-0,006186;;;
5641;21,702114;;21,702114;21,702114;0;;-0,004831;0,004831;0,009662;;;
5642;21,702114;;21,702114;21,706945;0,004831;;0,004831;0;-0,004831;;;
5643;21,706945;;21,706945;21,706945;0;;0;-0,00043;-0,00043;;;
5644;21,706945;;21,706945;21,706945;0;;-0,00043;3,40E-05;0,000464;;;
5645;21,706945;;21,706945;21,707375;0,00043;;3,40E-05;0,000396;0,000362;;;
5646;21,707375;;21,707375;21,707771;0,000396;;0,000396;-0,001879;-0,002275;;;
5647;21,707771;;21,707771;21,707771;0;;-0,001879;0,001644;0,003523;;;
5648;21,707771;;21,707771;21,70965;0,001879;;0,001644;-0,000443;-0,002087;;;
5649;21,70965;;21,70965;21,709885;0,000235;;-0,000443;0,000115;0,000558;;;
5650;21,709885;;21,709885;21,710563;0,000678;;0,000115;-0,003423;-0,003538;;;
5651;21,710563;;21,710563;21,711126;0,000563;;-0,003423;0,003577;0,007;;;
5652;21,711126;;21,711126;21,715112;0,003986;;0,003577;0,000319;-0,003258;;;
5653;21,715112;;21,715112;21,715521;0,000409;;0,000319;-0,000165;-0,000484;;;
5654;21,715521;;21,715521;21,715611;9,00E-05;;-0,000165;-0,00141;-0,001245;;;
5655;21,715611;;21,715611;21,715866;0,000255;;-0,00141;-0,004657;-0,003247;;;
5656;21,715866;;21,715866;21,717531;0,001665;;-0,004657;0,003289;0,007946;;;
5657;21,717531;;21,717531;21,723853;0,006322;;0,003289;0,002824;-0,000465;;;
5658;21,723853;;21,723853;21,726886;0,003033;;0,002824;-0,000444;-0,003268;;;
5659;21,726886;;21,726886;21,727095;0,000209;;-0,000444;0,000653;0,001097;;;
5660;21,727095;;21,727095;21,727748;0,000653;;0,000653;-9,50E-05;-0,000748;;;
5661;21,727748;;21,727748;21,727748;0;;-9,50E-05;-0,001881;-0,001786;;;
5662;21,727748;;21,727748;21,727843;9,50E-05;;-0,001881;-0,000945;0,000936;;;
5663;21,727843;;21,727843;21,729819;0,001976;;-0,000945;0,001906;0,002851;;;
5664;21,729819;;21,729819;21,73274;0,002921;;0,001906;-0,000824;-0,00273;;;
5665;21,73274;;21,73274;21,733755;0,001015;;-0,000824;0,000367;0,001191;;;
5666;21,733755;;21,733755;21,735594;0,001839;;0,000367;0,000737;0,00037;;;
5667;21,735594;;21,735594;21,737066;0,001472;;0,000737;-0,005251;-0,005988;;;
5668;21,737066;;21,737066;21,737801;0,000735;;-0,005251;0,001598;0,006849;;;
5669;21,737801;;21,737801;21,743787;0,005986;;0,001598;0,004209;0,002611;;;
5670;21,743787;;21,743787;21,748175;0,004388;;0,004209;-0,00073;-0,004939;;;
5671;21,748175;;21,748175;21,748354;0,000179;;-0,00073;-0,000206;0,000524;;;
